dt_ecriture;exercice_comptable;nøpiece;nom_fichier;libelle;type;ttc;tva;ht;mode_rglt;etat_statut;idt_mode_reg;idt_statut;idt_ss_categorie
2021-06-21;2021;Note De Frais N°1035_1;2063-NDF_1035.pdf;Hippopotamus;Restauration;7.9;1.32;6.58;CB PRO;;3;;15
2021-06-21;2021;Note De Frais N°1036;2064-NDF_1036.pdf;Total;Carburant Auto;75.84;12.64;63.2;CB PRO;;3;;10
2021-06-24;2021;Note De Frais N°1037;2065-NDF_1037.pdf;VINCI;Peage Autoroute;11.6;1.93;9.67;CB PRO;;3;;12
2021-06-24;2021;Note De Frais N°1037_1;2065-NDF_1037.pdf;VINCI;Peage Autoroute;12.5;2.08;10.42;CB PRO;;3;;12
2021-06-24;2021;Note De Frais N°1038;2066-NDF_1038.pdf;VINCI;Peage Autoroute;11.4;1.9;9.5;CB PRO;;3;;12
2021-06-24;2021;Note De Frais N°1038_1;2066-NDF_1038.pdf;VINCI;Peage Autoroute;12.5;2.08;10.42;CB PRO;;3;;12
2021-06-24;2021;Facture FAC_F5960446752;FAC_F5960446752.pdf;Boulanger;Achat Aspirateur;259.99;43.34;216.65;CB PRO;;3;;40
2021-06-25;2021;Note De Frais N°1039;2067-NDF_1039.pdf;Old Wild West;Restauration;13.77;1.25;12.52;CB PRO;;3;;15
2021-06-25;2021;Note De Frais N°1039_1;2067-NDF_1039.pdf;Old Wild West;Restauration;6.73;1.12;5.61;CB PRO;;3;;15
2021-06-25;2021;Note De Frais N°1040;2068-NDF_1040.pdf;Tambouille;Restauration;54.5;4.95;49.55;CB PRO;;3;;15
2021-06-28;2021;Note De Frais N°1041;2069-NDF_1041.pdf;Olivium;Restauration;30.7;2.79;27.91;CB PRO;;3;;15
2021-06-28;2021;Note De Frais N°1041_1;2069-NDF_1041.pdf;Olivium;Restauration;8.9;1.48;7.42;CB PRO;;3;;15
2021-06-28;2021;Note De Frais N°1042;2070-NDF_1042.pdf;Olivium;Restauration;69.8;6.35;63.45;CB PRO;;3;;15
2021-06-28;2021;Note De Frais N°1042_1;2070-NDF_1042.pdf;Olivium;Restauration;28.9;4.82;24.08;CB PRO;;3;;15
2021-06-30;2021;Facture IEE2021004944169;Adobe_ADB142729297FR.pdf;Adobe Acrobat;Abonnement Logiciel;14.99;;;CB PRO;;3;;20
2021-06-30;2021;Facture IEE2021004818324;Adobe_ADB103256105FR.pdf;Adobe Acrobat;Abonnement Logiciel;19.99;;;CB PRO;;3;;20
2021-06-29;2021;Note De Frais N°1043;2071-NDF_1043.pdf;VINCI;Peage Autoroute;11.6;1.93;9.67;CB PRO;;3;;12
2021-06-29;2021;Note De Frais N°1043_1;2071-NDF_1043.pdf;VINCI;Peage Autoroute;12.5;2.08;10.42;CB PRO;;3;;12
2021-06-30;2021;Note De Frais N°1044;2072-NDF_1044.pdf;VINCI;Peage Autoroute;11.6;1.93;9.67;CB PRO;;3;;12
2021-06-30;2021;Note De Frais N°1044_1;2072-NDF_1044.pdf;VINCI;Peage Autoroute;12.5;2.08;10.42;CB PRO;;3;;12
2021-06-30;2021;Note De Frais N°1045;2073-NDF_1045.pdf;Nuit de chine;Restauration;30.6;2.78;27.82;CB PRO;;3;;15
2021-06-30;2021;Note De Frais N°1046;2074-NDF_1046.pdf;Thai&Co;Restauration;18;0.94;17.06;CB PRO;;3;;15
2021-06-30;2021;Note De Frais N°1046_1;2074-NDF_1046.pdf;Thai&Co;Restauration;18;1.64;16.36;CB PRO;;3;;15
2021-07-01;2021;Facture FAC_F051492852;FAC_F051492852.pdf;Volkswagen Bank;Leasing Auto;590.43;95.17;495.26;VRMT;;5;;9
2021-07-02;2021;Facture invoice-159289;invoice-159289.pdf;VPSServer;Location d'un serveur dans le cloud;26.99;4.5;22.49;CB PRO;;3;;40
2021-07-05;2021;Facture_2;Bouygues;Bouygues Telecom;Forfait Mobile;55.44;;;VRMT;;5;;33
2021-07-05;2021;Note De Frais N°1047;2075-NDF_1047.pdf;Nuit de chine;Restauration;26.82;2.44;24.38;CB PRO;;3;;15
2021-07-05;2021;Note De Frais N°1048;2076-NDF_1048.pdf;Olivium;Restauration;34.9;3.17;31.73;CB PRO;;3;;15
2021-07-05;2021;Note De Frais N°1048_1;2076-NDF_1048.pdf;Olivium;Restauration;8.53;1.42;7.11;CB PRO;;3;;15
2021-07-05;2021;Note De Frais N°1049;2077-NDF_1049.pdf;Total;Carburant Auto;76.36;12.73;63.63;CB PRO;;3;;10
2021-07-07;2021;Note De Frais N°1050;2078-NDF_1050.pdf;VINCI;Peage Autoroute;11.9;1.98;9.92;CB PRO;;3;;12
2021-07-07;2021;Note De Frais N°1050_1;2078-NDF_1050.pdf;VINCI;Peage Autoroute;12.5;2.08;10.42;CB PRO;;3;;12
2021-07-07;2021;Note De Frais N°1051;2079-NDF_1051.pdf;Le Pays du Cedre;Restauration;35.7;3.25;32.45;CB PRO;;3;;15
2021-07-12;2021;Facture_3;Bouygue;Bouygues Telecom;Forfait Box;165.96;;;VRMT;;5;;35
2021-07-12;2021;Note De Frais N°1052;2080-NDF_1052.pdf;Olivium;Restauration;35.3;3.21;32.09;CB PRO;;3;;15
2021-07-12;2021;Note De Frais N°1052_1;2080-NDF_1052.pdf;Olivium;Restauration;7.9;1.32;6.58;CB PRO;;3;;15
2021-07-12;2021;Note De Frais N°1053;2081-NDF_1053.pdf;Olivium;Restauration;19.9;1.81;18.09;CB PRO;;3;;15
2021-07-12;2021;Note De Frais N°1053_1;2081-NDF_1053.pdf;Olivium;Restauration;10;1.67;8.33;CB PRO;;3;;15
2021-07-13;2021;Note De Frais N°1054;2082-NDF_1054.pdf;Hippopotamus;Restauration;13.1;2.18;10.92;CB PRO;;3;;15
2021-07-13;2021;Note De Frais N°1054_1;2082-NDF_1054.pdf;Hippopotamus;Restauration;72.9;6.63;66.27;CB PRO;;3;;15
2021-07-12;2021;Facture;Bouygue;Bouygues Telecom;Forfait Box;4.99;;;VRMT;;5;;35
2021-07-23;2021;Note De Frais N°1055;2083-NDF_1055.pdf;Le Marivaux;Restauration;21;3.5;17.5;CB PRO;;3;;15
2021-07-23;2021;Note De Frais N°1055_1;2083-NDF_1055.pdf;Le Marivaux;Restauration;9.8;0.89;8.91;CB PRO;;3;;15
2021-07-26;2021;Note De Frais N°1056;2084-NDF_1056.pdf;Villa Maasai;Restauration;54.33;5.55;48.78;CB PRO;;3;;15
2021-07-26;2021;Facture FAC_2107024;FAC_2107024.pdf;AUBAY;Facture Cantine;16.81;1.53;15.28;VRMT;;5;;16
2021-07-26;2021;Note De Frais N°1057;2085-NDF_1057.pdf;Les Argentiers;Restauration;19.9;1.81;18.09;CB PRO;;3;;15
2021-07-26;2021;Note De Frais N°1057_1;2085-NDF_1057.pdf;Les Argentiers;Restauration;4;0.67;3.33;CB PRO;;3;;15
2021-07-26;2021;Note De Frais N°1058;2086-NDF_1058.pdf;Nuit de chine;Restauration;3.5;0.58;2.92;CB PRO;;3;;15
2021-07-26;2021;Note De Frais N°1058_1;2086-NDF_1058.pdf;Nuit de chine;Restauration;53.85;4.9;48.95;CB PRO;;3;;15
2021-07-29;2021;Facture IEE2021005783007;08_07_2021_ADB103256105FR.pdf;Adobe Acrobat;Abonnement Logiciel;19.99;;;CB PRO;;3;;20
2021-07-29;2021;Facture IEE2021005905525;12_07_2021_ADB142729297FR.pdf;Adobe Acrobat;Abonnement Logiciel;14.99;;;CB PRO;;3;;20
2021-07-31;2021;Note De Frais N°1059;2087-NDF_1059.pdf;Total;Carburant Auto;77.3;12.88;64.42;CB PRO;;3;;10
2021-08-01;2021;Facture FAC_F051778855;FAC_F051778855.pdf;Volkswagen Bank;Leasing Auto;590.43;95.17;495.26;VRMT;;5;;9
2021-08-03;2021;Facture invoice-164074;invoice-164074.pdf;VPSServer;Location d'un serveur dans le cloud;26.99;4.5;22.49;CB PRO;;3;;40
2021-08-03;2021;Facture 11669833870721;Bouyguestelecom_Facture_20210720.pdf;Bouygues Telecom;Forfait Box;56.98;;;VRMT;;5;;35
2021-08-10;2021;Facture 11717986190721;Bouyguestelecom_Facture_20210727.pdf;Bouygues Telecom;Forfait Mobile;102.8;;;VRMT;;5;;33
2021-08-16;2021;Facture 11556142690721;Bouyguestelecom_Facture_20210702.pdf;Bouygues Telecom;Forfait Mobile;4.99;;;VRMT;;5;;33
2021-08-17;2021;Note De Frais N°1060;2088-NDF_1060.pdf;Old Wild West;Restauration;3.25;0.54;2.71;CB PRO;;3;;15
2021-08-17;2021;Note De Frais N°1060_1;2088-NDF_1060.pdf;Old Wild West;Restauration;26.2;2.38;23.82;CB PRO;;3;;15
2021-08-30;2021;Facture IEE2021006872389;12_08_2021_ADB142729297FR.pdf;Adobe Acrobat;Abonnement Logiciel;14.99;;;CB PRO;;3;;20
2021-08-30;2021;Facture IEE2021006745733;08_08_2021_ADB103256105FR.pdf;Adobe Acrobat;Abonnement Logiciel;19.99;;;CB PRO;;3;;20
2021-08-27;2021;Note De Frais N°1061;2089-NDF_1061.pdf;La tahble d'Home;Restauration;28.6;2.6;26;CB PRO;;3;;15
2021-08-27;2021;Note De Frais N°1061_1;2089-NDF_1061.pdf;La tahble d'Home;Restauration;3.4;0.57;2.83;CB PRO;;3;;15
2021-08-27;2021;Note De Frais N°1062;2090-NDF_1062.pdf;Total;Carburant Auto;61.6;10.27;51.33;CB PRO;;3;;10
2021-08-28;2021;Note De Frais N°1063;2091-NDF_1063.pdf;Au bout de_bas;Restauration;76;6.91;69.09;CB PRO;;3;;15
2021-08-28;2021;Note De Frais N°1063_1;2091-NDF_1063.pdf;Au bout de_bas;Restauration;5;0.83;4.17;CB PRO;;3;;15
2021-08-30;2021;Note De Frais N°1064;2092-NDF_1064.pdf;Villa Maasai;Restauration;93;8.45;84.55;CB PRO;;3;;15
2021-09-01;2021;Facture FAC_F052057005;FAC_F052057005.pdf;Volkswagen Bank;Leasing Auto;590.43;95.17;495.26;VRMT;;5;;9
2021-09-02;2021;Facture invoice-168772;invoice-168772.pdf;VPSServer;Location d'un serveur dans le cloud;6.82;1.14;5.68;CB PRO;;3;;40
2021-09-02;2021;Facture FAC_2422150000953;FAC_2422150000953.pdf;BUT;Achat d'un bureau;289.98;48.33;;CB PRO;;3;;40
2021-09-03;2021;Facture 11865653540821;Bouyguestelecom_Facture_20210820.pdf;Bouygues Telecom;Forfait Box;56.98;;;VRMT;;5;;35
2021-09-03;2021;Note De Frais N°1065;2093-NDF_1065.pdf;Hippopotamus;Restauration;36.6;3.33;33.27;CB PRO;;3;;15
2021-09-04;2021;Note De Frais N°1066;2094-NDF_1066.pdf;VINCI;Carburant Auto;7.7;1.28;6.42;CB PRO;;3;;10
2021-09-06;2021;Note De Frais N°1067;2095-NDF_1067.pdf;Shell;Carburant Auto;75.49;12.58;62.91;CB PRO;;3;;10
2021-09-06;2021;Note De Frais N°1068;2096-NDF_1068.pdf;Olivium;Restauration;68.4;6.22;62.18;CB PRO;;3;;15
2021-09-06;2021;Note De Frais N°1068_1;2096-NDF_1068.pdf;Olivium;Restauration;11.8;1.97;9.83;CB PRO;;3;;15
2021-09-06;2021;Note De Frais N°1069;2097-NDF_1069.pdf;Hippopotamus;Restauration;109.9;9.99;99.91;CB PRO;;3;;15
2021-09-10;2021;Facture 11914054810821;Bouyguestelecom_Facture_20210827.pdf;Bouygues Telecom;Forfait Mobile;65.92;9.92;49.62;VRMT;;5;;33
2021-09-10;2021;Note De Frais N°1070;2098-NDF_1070.pdf;Olivium;Restauration;40;3.64;36.36;CB PRO;;3;;15
2021-09-13;2021;Note De Frais N°1071;2099-NDF_1071.pdf;Olivium;Restauration;34.9;3.17;31.73;CB PRO;;3;;15
2021-09-13;2021;Note De Frais N°1071_1;2099-NDF_1071.pdf;Olivium;Restauration;11;1.83;9.17;CB PRO;;3;;15
2021-09-13;2021;Note De Frais N°1072;2100-NDF_1072.pdf;Au Comptoir;Restauration;66;6;60;CB PRO;;3;;15
2021-09-16;2021;Facture 11946091070921;Bouyguestelecom_Facture_20210902.pdf;Bouygues Telecom;Forfait Mobile;29.98;5;24.99;VRMT;;5;;33
2021-09-16;2021;Note De Frais N°1074;2102-NDF_1074.pdf;VINCI;Peage Autoroute;12.5;2.08;10.42;CB PRO;;3;;12
2021-09-20;2021;Note De Frais N°1075;2103-NDF_1075.pdf;Hippopotamus;Restauration;68.8;6.25;62.55;CB PRO;;3;;15
2021-09-20;2021;Note De Frais N°1075_1;2103-NDF_1075.pdf;Hippopotamus;Restauration;7.8;1.3;6.5;CB PRO;;3;;15
2021-09-20;2021;Note De Frais N°1076;2104-NDF_1076.pdf;My Thai;Restauration;133.2;12.12;121.08;CB PRO;;3;;15
2021-09-22;2021;Note De Frais N°1077;2105-NDF_1077.pdf;Nuit de chine;Restauration;30.6;2.78;27.82;CB PRO;;3;;15
2021-09-23;2021;Note De Frais N°1078;2106-NDF_1078.pdf;VINCI;Peage Autoroute;6;1;5;CB PRO;;3;;12
2021-09-23;2021;Note De Frais N°1078_1;;VINCI;Peage Autoroute;12.5;2.08;10.42;CB PRO;;3;;12
2021-09-23;2021;Note De Frais N°1079;2107-NDF_1079.pdf;Tribeca;Restauration;49.5;4.95;44.55;CB PRO;;3;;15
2021-09-24;2021;Note De Frais N°1080;2108-NDF_1080.pdf;La tahble d'Home;Restauration;28.6;2.6;26;CB PRO;;3;;15
2021-09-24;2021;Note De Frais N°1080_1;2108-NDF_1080.pdf;La tahble d'Home;Restauration;3.4;0.57;2.83;CB PRO;;3;;15
2021-09-24;2021;Note De Frais N°1081;2109-NDF_1081.pdf;The Godfather;Restauration;46;4.18;41.82;CB PRO;;3;;15
2021-09-25;2021;Note De Frais N°1082;2110-NDF_1082.pdf;Olivium;Restauration;83.3;7.57;75.73;CB PRO;;3;;15
2021-09-25;2021;Note De Frais N°1082_1;2110-NDF_1082.pdf;Olivium;Restauration;25.8;4.3;21.5;CB PRO;;3;;15
2021-09-27;2021;Note De Frais N°1083;2111-NDF_1083.pdf;Hippopotamus;Restauration;103.14;9.38;93.76;CB PRO;;3;;15
2021-09-27;2021;Note De Frais N°1083_1;2111-NDF_1083.pdf;Hippopotamus;Restauration;5.66;0.94;4.72;CB PRO;;3;;15
2021-09-30;2021;Facture FAC_THZH19495H1;FAC_THZH19495H1.pdf;EuroDatacar;;98;;;CHQ PRO;;1;;
2021-09-30;2021;Note De Frais N°1084;2112-NDF_1084.pdf;VINCI;Peage Autoroute;11.6;1.93;9.67;CB PRO;;3;;12
2021-09-30;2021;Note De Frais N°1084_1;2112-NDF_1084.pdf;VINCI;Peage Autoroute;12.5;2.08;10.42;CB PRO;;3;;12
2021-09-30;2021;Note De Frais N°1085;2113-NDF_1085.pdf;Total;Carburant Auto;50;8.33;41.67;CB PRO;;3;;10
2021-10-01;2022;Facture FAC_F052336746;FAC_F052336746.pdf;Volkswagen Bank;Leasing Auto;590.43;95.17;495.26;VRMT;;5;;9
2021-10-04;2022;Facture FAC_11263363411021;FAC_11263363411021.pdf;Bouygues Telecom;Forfait Mobile;56.98;;48.62;VRMT;;5;;33
2021-10-02;2022;Note de Frais N°1086;2114-NDF_1086.pdf;VINCI;Peage Autoroute;5.5;0.92;4.58;CB PRO;;3;;12
2021-10-04;2022;Note de Frais N°1087;2115-NDF_1087.pdf;56 Degres - Olivium;Restauration;76.9;8.04;68.86;CB PRO;;3;;15
2021-10-04;2022;Facture F-1044-2021-2865;F-1044-2021-2865.pdf;Midas;Réparation Automobile;96.74;16.12;80.62;CB PRO;;3;;11
2021-10-08;2022;Note de Frais N°1088;2116-NDF_1088.pdf;56 Degres - Olivium;Restauration;43.9;4.36;39.24;CB PRO;;3;;15
2021-10-11;2022;Facture FAC_811111747750921;FAC_811111747750921.pdf;Bouygues Telecom;Forfait Mobile;79.46;;73.08;VRMT;;5;;33
2021-10-11;2022;Note De Frais N°1089;2116-NDF_1089.pdf;Tribeca;Restauration;102.9;10.29;92.61;CB PRO;;3;;15
2021-10-11;2022;Note De Frais N°1090;2117-NDF_1090.pdf;Total;Carburant Auto;87.09;14.52;72.57;CB PRO;;3;;10
2021-10-11;2022;Note De Frais N°1091;2118-NDF_1091.pdf;Paradis du Fruit;Restauration;87.9;7.99;79.91;CB PRO;;3;;15
2021-10-14;2022;Note De Frais N°1092;2119-NDF_1092.pdf;VINCI;Peage Autoroute;11.4;1.9;9.5;CB PRO;;3;;12
2021-10-14;2022;Note De Frais N°1092_1;2119-NDF_1092.pdf;VINCI;Peage Autoroute;12.5;2.08;10.42;CB PRO;;3;;12
2021-10-18;2022;Facture FAC_11145048311021;FAC_11145048311021.pdf;Bouygues Telecom;Forfait Mobile;29.98;5;24.99;VRMT;;5;;33
2021-10-18;2022;Note De Frais N°1093;2120-NDF_1093.pdf;Hippopotamus;Restauration;54.8;3.9;50.9;CB PRO;;3;;15
2021-10-18;2022;Note de Frais N°1094;2121-NDF_1094.pdf;56 Degres - Olivium;Restauration;57.5;6.07;;CB PRO;;3;;15
2021-10-25;2022;Note de Frais N°1095;2122-NDF_1095.pdf;56 Degres - Olivium;Restauration;85;9.99;75.1;CB PRO;;3;;15
2021-10-27;2022;Note De Frais N°1096;2123-NDF_1096.pdf;Carrefour Market;Carburant Auto;81.63;;;CB PRO;;3;;10
2021-11-01;2022;Facture FAC_F052611652;FAC_F052611652.pdf;Volkswagen Bank;Leasing Auto;590.43;95.17;495.26;VRMT;;5;;9
2021-11-13;2022;Note De Frais N°1097;2124-NDF_1097.pdf;BP;Carburant Auto;30.07;5.01;25.06;CB PRO;;3;;10
2021-11-17;2022;Note De Frais N°1098;2125-NDF_1098.pdf;VINCI;Peage Autoroute;11.6;1.93;9.67;CB PRO;;3;;12
2021-11-17;2022;Note De Frais N°1098_1;2125-NDF_1098.pdf;VINCI;Peage Autoroute;12.5;2.08;10.42;CB PRO;;3;;12
2021-11-19;2022;Note De Frais N°1099;2126-NDF_1099.pdf;VINCI;Peage Autoroute;12.6;2.1;10.5;CB PRO;;3;;12
2021-11-23;2022;Note De Frais N°1100;2127-NDF_1100.pdf;VINCI;Peage Autoroute;11.6;1.93;9.67;CB PRO;;3;;12
2021-11-23;2022;Note De Frais N°1100_1;2127-NDF_1100.pdf;VINCI;Peage Autoroute;12.5;2.08;10.42;CB PRO;;3;;12
2021-11-25;2022;Note De Frais N°1101;2128-NDF_1101.pdf;Traiteur Asiatique;Restauration;27;2.45;24.55;CB PRO;;3;;15
2021-11-28;2022;Note De Frais N°1102;2129-NDF_1102.pdf;Asia King;Restauration;96;8.73;87.27;CB PRO;;3;;15
2021-12-01;2022;Facture FAC_F052893375;FAC_052893375.pdf;Volkswagen Bank;Leasing Auto;590.43;95.17;495.26;VRMT;;5;;12
2021-12-07;2022;Facture FAC_11464731301121;FAC_11464731301121;Bouygues Telecom;Forfait Mobile;61.98;;52.79;VRMT;;5;;33
2021-12-05;2022;Note De Frais N°1103;2130-NDF_1103.pdf;VINCI;Peage Autoroute;7.3;1.22;6.08;CB PRO;;3;;12
2021-12-10;2022;Facture FAC_F5960499546;FAC_F59604499546.pdf;Boulanger;Achat d'une tablette;389;64.83;324.17;CB PRO;;3;;21
2021-12-08;2022;Facture FAC_11487049521121;FAC_11487049521121.pdf;Bouygues Telecom;Forfait Box;112.37;;88.32;VRMT;;5;;35
2021-12-08;2022;Facture FAC_11489858101121;FAC_11489858101121.pdf;Bouygues Telecom;Forfait Mobile;6.2;;;VRMT;;5;;33
2021-12-08;2022;Facture FAC_11489651061121;FAC_11489651061121.pdf;Bouygues Telecom;Forfait Mobile;3.49;;;VRMT;;5;;33
2021-12-09;2022;Note De Frais N°1104;2131-NDF_1104.pdf;Mi Mi Sushi;Restauration;20.2;1.84;18.36;CB PRO;;3;;15
2021-12-10;2022;Note De Frais N°1105;2132-NDF_1105.pdf;VINCI;Peage Autoroute;12.6;2.1;10.5;CB PRO;;3;;12
2021-12-13;2022;Facture FAC_INV122044100;FAC_INV122044100.pdf;Zoom Meeting;Abonnement Vidéo Conf Pour dispenser les formations;13.99;;;CB PRO;;3;;40
2021-12-14;2022;Note De Frais N°1106;2133-NDF_1106.pdf;La Boucherie;Restauration;392.75;40.47;352.29;CB PRO;;3;;15
2021-12-14;2022;Note de Frais N°1107;2134-NDF_1107.pdf;56 Degres - Olivium;Restauration;110.6;11.94;98.75;CB PRO;;3;;15
2021-12-28;2022;Note De Frais N°1108;2135-NDF_1108.pdf;Factory & Co;Restauration;36.2;3.29;32.91;CB PRO;;3;;15
2021-12-28;2022;Note De Frais N°1109;2136-NDF_1109.pdf;Le Wilson;Restauration;123.5;13.19;110.31;CB PRO;;3;;15
2021-12-30;2022;Note De Frais N°1110;2137-NDF_1110.pdf;56 Degres - Olivium;Restauration;175.6;20.26;155.34;CB PRO;;3;;15
2022-01-04;2022;Note De Frais N°1111;2138-NDF_1111.pdf;La Taverne;Restauration;65.9;;;CB PRO;;3;;15
2022-01-04;2022;Facture FAC_F053160753;FAC_F053160753.pdf;Volkswagen Bank;Leasing Auto;590.43;95.17;495.26;VRMT;;5;;9
2022-01-04;2022;Note De Frais N°1112;2139-NDF_1112.pdf;56 Degres - Olivium;Restauration;43.9;4.66;39.24;CB PRO;;3;;15
2022-01-07;2022;Facture FAC_11894206750122_1;FAC_11894206750122.pdf;Bouygues Telecom;Forfait Mobile;61.98;;;VRMT;;5;;33
2022-01-07;2022;Note De Frais N°1113;2140-NDF_1113.pdf;VINCI;Peage Autoroute;11.6;1.93;9.67;CB PRO;;3;;12
2022-01-07;2022;Note De Frais N°1113_1;2140-NDF_1113.pdf;VINCI;Peage Autoroute;12.5;2.08;10.42;CB PRO;;3;;12
2022-01-07;2022;Facture FAC_11892187530122_1;FAC_11892187530122.pdf;Bouygues Telecom;Forfait Mobile;5.9;;;VRMT;;5;;33
2022-01-07;2022;Facture FAC_11688224531221;FAC_11688224531221.pdf;Bouygues Telecom;Forfait Internet Box;110.6;;;VRMT;;5;;35
2022-01-11;2022;Note De Frais N°1114;2141-NDF_1114.pdf;ELF Roquencourt;Carburant Auto;80.18;13.36;66.82;CB PRO;;3;;10
2022-01-11;2022;Note De Frais N°1115;2142-NDF_1115.pdf;Choubidou;Restauration;70.5;7.13;;CB PRO;;3;;15
2022-01-11;2022;Note De Frais N°1116;2143-NDF_1116.pdf;Hippopotamus;Restauration;58.5;18.55;52.55;CB PRO;;3;;15
2022-01-11;2022;Facture FAC_INV126925572;FAC_INV126925572.pdf;Zoom Meeting;Abonnement Vidéo Conf Pour dispenser les formations;13.99;;;CB PRO;;3;;40
2022-01-12;2022;Note De Frais N°1117;2144-NDF_1117.pdf;56 Degres - Olivium;Restauration;83.6;9.11;74.49;CB PRO;;3;;15
2022-01-13;2022;Note De Frais N°1118;2145-NDF_1118.pdf;56 Degres - Olivium;Restauration;28.8;3.29;25.51;CB PRO;;3;;15
2022-01-17;2022;Note De Frais N°1119;2146-NDF_1119.pdf;Tribeca;Restauration;29.4;2.94;26.46;CB PRO;;3;;15
2022-01-18;2022;Facture FAC_DS-ASE-INV-FR-2022-6521593;FAC_DS-ASE-INV-FR-2022-6521593;Amazon;Amazon;15.99;2.67;13.32;CB PRO;;3;;40
2022-01-18;2022;Note De Frais 1120;2147-NDF_1120.pdf;Rodizio Brazil;Restauration;255;23.18;231.82;CB PRO;;3;;15
2022-01-18;2022;Note De Frais N°1121;2148-NDF_1121.pdf;Doddy's Coffee;Restauration;87.5;8.75;78.75;CB PRO;;3;;15
2022-01-21;2022;Note De Frais N°1122;2149-NDF_1122.pdf;VINCI;Peage Autoroute;11.6;1.93;9.67;CB PRO;;3;;12
2022-01-24;2022;Note De Frais N°1123;2150-NDF_1123.pdf;Indiana Café;Restauration;21.5;2.52;18.98;CB PRO;;3;;15
2022-01-25;2022;Note De Frais N°1124;2151-NDF_1124.pdf;56 Degres - Olivium;Restauration;116.1;12.44;82.91;CB PRO;;3;;15
2022-01-25;2022;Note De Frais N°1125;2152-NDF_1125.pdf;Carrefour Market;Carburant Auto;80.14;13.36;;CB PRO;;3;;10
2022-01-30;2022;Note De Frais N°1126;2153-NDF_1126.pdf;56 Degres - Olivium;Restauration;214.9;23.91;190.99;CB PRO;;3;;15
2022-01-29;2022;Note De Frais N°1127;2154-NDF_1127.pdf;56 Degres - Olivium;Restauration;96;9.4;86.6;CB PRO;;3;;15
2022-01-28;2022;Note De Frais N°1128;2155-NDF_1128.pdf;Paradis du Fruit;Restauration;94;9.63;84.37;CB PRO;;3;;15
2022-02-02;2022;Facture N° F053437582;FAC_F053437582.pdf;Volkswagen Bank;Leasing Auto;590.43;19.38;571.05;VRMT;;5;;9
2022-02-03;2022;Note De Frais N°1129;2156-NDF_1129.pdf;Thai&Co;Restauration;58;5.28;52.72;CB PRO;;3;;15
2022-02-04;2022;Note De Frais N°1130;2157-NDF_1130.pdf;VINCI;Peage Autoroute;11.6;1.93;9.67;CB PRO;;3;;12
2022-02-07;2022;Note De Frais N°1131;2158-NDF_1131.pdf;Comptoir Breton;Restauration;70;7.71;62.29;CB PRO;;3;;15
2022-02-08;2022;Facture FAC_11892187530122;FAC_11892187530122.pdf;Bouygues Telecom;Forfait Mobile;5.9;;;VRMT;;5;;33
2022-02-08;2022;Facture FAC_11894206750122;FAC_11894206750122.pdf;Bouygues Telecom;Forfait Mobile;61.98;;;VRMT;;5;;33
2022-02-08;2022;Note De Frais N°1132;2159-NDF_1132.pdf;TotalEnergies;Carburant Auto;35;5.83;29.17;CB PRO;;3;;10
2022-02-08;2022;Note De Frais N°1133;2160-NDF_1133.pdf;Auchan;Achat d'un téléviseur Moniteur;717.99;119.67;598.32;CB PRO;;3;;21
2022-02-08;2022;Facture FAC_11890465630122;FAC_11890465630122.pdf;Bouygues Telecom;Forfait Box;164.96;;;VRMT;;5;;35
2022-02-08;2022;Note De Frais N°1134;2161-NDF_1134.pdf;Plein Sud;Restauration;137;14.95;122.05;CB PRO;;3;;15
2022-02-09;2022;Note De Frais N°1135;2162-NDF_1135.pdf;Carrefour Market;Carburant Auto;90.58;15.1;;CB PRO;;3;;10
2022-02-10;2022;Note De Frais N°1136;2163-NDF_1136.pdf;Racines Créales Europe;Restauration;24.9;2.87;;CB PRO;;3;;15
2022-02-11;2022;Facture FAC_INV132268469;FAC_INV132268469.pdf;Zoom Meeting;Abonnement Vidéo Conf Pour dispenser les formations;13.99;;;VRMT;;5;;40
2022-02-11;2022;Facture FAC_FR2BQS2LAEUI;FAC_FR2BQS2LAEUI.pdf;Amazon;Achat Sac Ordinateur;93.54;15.59;77.95;VRMT;;5;;21
2022-02-14;2022;Note De Frais N°1137;2164-NDF_1137.pdf;La Table d'Home;Restauration;33;3.26;29.74;CB PRO;;3;;15
2022-02-15;2022;Note De Frais N°1138;2165-NDF_1138.pdf;Hippopotamus;Restauration;66.4;6.63;59.77;CB PRO;;3;;15
2022-02-17;2022;Note De Frais N°1139;2166-NDF_1139.pdf;Racines Créales Europe;Restauration;57.3;5.81;;CB PRO;;3;;15
2022-02-18;2022;Note De Frais N°1140;2167-NDF_1140.pdf;VINCI;Peage Autoroute;11.6;1.93;9.67;CB PRO;;3;;12
2022-02-22;2022;Note De Frais N°1141;2168-NDF_1141.pdf;Le Bistro Italien;Restauration;146.8;13.95;132.85;CB PRO;;3;;15
2022-02-22;2022;Note De Frais N°1142;2169-NDF_1142.pdf;My Thai;Restauration;113.5;10.33;103.17;CB PRO;;3;;15
2022-02-22;2022;Note De Frais N°1143;2170-NDF_1143.pdf;My Thai;Restauration;95.9;8.72;87.18;CB PRO;;3;;15
2022-02-22;2022;Note De Frais N°1144;2171-NDF_1144.pdf;TotalEnergies;Carburant Auto;78.95;13.16;65.79;CB PRO;;3;;10
